kingdom	phylum	family	genus	specificepithet	country	stateprovince	county
animalia	annelida	nereididae	Ceratocephale	oculata	Mexico	Veracruz De Ignacio De La Llave	Tampico Alto
animalia	annelida	nereididae	Neanthes	virens	United States	Massachusetts	Barnstable
animalia	annelida	nereididae	Nereis	falsa	Mexico	Baja California Sur	Mulege
animalia	annelida	nereididae	Alitta	succinea	United States	California	Marin County
animalia	annelida	nereididae	Nereis	micromma	Mexico	Baja California Sur	Comondu
animalia	annelida	nereididae	Nereis	falsa	United States	Florida	Pinellas County
animalia	annelida	nereididae	Platynereis	dumerilii	United States	Florida	Manatee County
animalia	annelida	nereididae	Nereis	falsa	Mexico	Tamaulipas	Matamoros
animalia	annelida	nereididae	Alitta	brandti	Mexico	Michoacan De Ocampo	Aquila
animalia	annelida	nereididae	Nereis	inflata	Mexico	Baja California Sur	Mulege
animalia	annelida	nereididae	Nereis	falsa	United States	Florida	Saint Lucie County
animalia	annelida	nereididae	Alitta	succinea	United States	New York	Suffolk County
animalia	annelida	nereididae	Platynereis	dumerilii	Mexico	Tamaulipas	Ciudad Madero
animalia	annelida	nereididae	Nereis	micromma	United States	Florida	Escambia
animalia	annelida	nereididae	Nereis	zonata	Mexico	Baja California Sur	Comondu
animalia	annelida	nereididae	Ceratonereis	mirabilis	Mexico	Yucatan	Celestun
animalia	annelida	nereididae	Platynereis	dumerilii	Brasil	Bahia	Caravelas
animalia	annelida	nereididae	Alitta	succinea	United States	Florida	Escambia
animalia	annelida	nereididae	Ceratonereis	singularis	Mexico	Veracruz De Ignacio De La Llave	Veracruz
animalia	annelida	nereididae	Nereis	riisei	Jamaica	Middlesex	Saint Ann Parish
animalia	annelida	nereididae	Platynereis	dumerilii	United States	Washington	Whatcom County
animalia	annelida	nereididae	Nereis	virens	United States	New Hampshire	Rockingham County
animalia	annelida	nereididae	Australonereis	ehlersi	Australia	Victoria	East Gippsland Shire
animalia	annelida	nereididae	Nereis	latescens	United States	California	San Francisco County
animalia	annelida	nereididae	Nereis	falsa	Mexico	Veracruz De Ignacio De La Llave	Tamiahua
animalia	annelida	nereididae	Alitta	succinea	Mexico	Veracruz De Ignacio De La Llave	Veracruz
animalia	annelida	nereididae	Alitta	sp. 3	United States	Virginia	Accomack County
animalia	annelida	nereididae	Namanereis	littoralis	Mexico	Baja California Sur	La Paz
animalia	annelida	nereididae	Alitta	succinea	United States	Massachusetts	Suffolk
animalia	annelida	nereididae	Platynereis	bicanaliculata	United States	California	Santa Barbara County
animalia	annelida	nereididae	Ceratonereis	irritabilis	Mexico	Veracruz De Ignacio De La Llave	Tamiahua
animalia	annelida	nereididae	Nereis	acuminata	United States	Florida	Hillsborough County
animalia	annelida	nereididae	Platynereis	bicanaliculata	United States	California	San Francisco County
animalia	annelida	nereididae	Alitta	succinea	Mexico	Tamaulipas	Matamoros
animalia	annelida	nereididae	Laeonereis	fl1	United States	Florida	St. Johns County
animalia	annelida	nereididae	Perinereis	monterea	Mexico	Nayarit	Bahia De Banderas
animalia	annelida	nereididae	Neanthes	unifasciata	Mexico	Baja California Sur	Mulege
animalia	annelida	nereididae	Nereis	acuminata	United States	Florida	Miami-Dade County
animalia	annelida	nereididae	Nereis	succinea	United States	Maryland	Calvert County
animalia	annelida	nereididae	Alitta	succinea	United States	Virginia	Gloucester
animalia	annelida	nereididae	Nereis	pelagica	United States	Massachusetts	Suffolk
animalia	annelida	nereididae	Nereis	pelagica	United States	Massachusetts	Nantucket County
animalia	annelida	nereididae	Nereis	sp.	United States	Florida	Franklin County
animalia	annelida	nereididae	Nereis	grubei	United States	California	Ventura County
animalia	annelida	nereididae	Nereis	pelagica	United States	New Hampshire	Rockingham County
animalia	annelida	nereididae	Nereis	latescens	United States	California	Santa Cruz County
animalia	annelida	nereididae	Perinereis	villalobosi	Mexico	Baja California	Tijuana
animalia	annelida	nereididae	Nereidavus	varians	United States	Indiana	Franklin
animalia	annelida	nereididae	Neanthes	acuminata	United States	Massachusetts	Dukes
animalia	annelida	nereididae	Perinereis	monterea	United States	California	San Diego County
animalia	annelida	nereididae	Nereis	succinea	United States	California	Monterey County
animalia	annelida	nereididae	Nereis	grubei	United States	California	Santa Barbara County
animalia	annelida	nereididae	Nereis	pelagica	United States	Maine	Washington
animalia	annelida	nereididae	Perinereis	elenacasoi	Mexico	Sinaloa	Mazatlan
animalia	annelida	nereididae	Ceratocephale	oculata	Brasil	Bahia	Caravelas
animalia	annelida	nereididae	Perinereis	monterea	United States	California	Los Angeles County
animalia	annelida	nereididae	Perinereis	suluana	Philippines	Negros Oriental	Siaton Municipality
animalia	annelida	nereididae	Nereis	grubei	United States	California	Orange County
animalia	annelida	nereididae	Nereis	procera	United States	California	San Luis Obispo County
animalia	annelida	nereididae	Platynereis	bicanaliculata	United States	California	Alameda County
animalia	annelida	nereididae	Nereis	pelagica	Mexico	Sinaloa	Mazatlan
animalia	annelida	nereididae	Nereis	falsa	Mexico	Veracruz De Ignacio De La Llave	Alto Lucero De Gutierrez Barrios
animalia	annelida	nereididae	Platynereis	dumerilii	United States	Florida	Pinellas County
animalia	annelida	nereididae	Nereis	megalops	United States	Massachusetts	Dukes County
animalia	annelida	nereididae	Laeonereis	culveri	United States	Maryland	Calvert County
animalia	annelida	nereididae	Nereis	riisei	United States	Florida	Broward
animalia	annelida	nereididae	Nereis	pelagica	United States	Massachusetts	Dukes County
animalia	annelida	nereididae	Alitta	succinea	United States	Massachusetts	Barnstable
animalia	annelida	nereididae	Platynereis	dumerilii	United States	Massachusetts	Dukes County
animalia	annelida	nereididae	Nereis	grubei	United States	California	San Diego County
animalia	annelida	nereididae	Platynereis	dumerilii	Mexico	Veracruz De Ignacio De La Llave	Tamiahua
animalia	annelida	nereididae	Platynereis	megalops	United States	Massachusetts	Barnstable County
animalia	annelida	nereididae	Nereis	pelagica	United States	Florida	Franklin County
animalia	annelida	nereididae	Alitta	succinea	United States	Virginia	Hampton
animalia	annelida	nereididae	Websterinereis	tridentata	Mexico	Veracruz De Ignacio De La Llave	Ozuluama De Mascareñas
animalia	annelida	nereididae	Nereis	vexillosa	United States	Alaska	Kenai Peninsula County
animalia	annelida	nereididae	Nereis	fauchaldi	Mexico	Baja California	Ensenada
animalia	annelida	nereididae	Nereis	pelagica	United States	Florida	Collier County
animalia	annelida	nereididae	Nereis	virens	United States	Connecticut	New Haven County
animalia	annelida	nereididae	Nereis	zonata	United States	New York	Suffolk
animalia	annelida	nereididae	[nereididae]	sp. 1	French Polynesia	Society Islands	Moorea Island
animalia	annelida	nereididae	Nereis	pelagica	Mexico	Yucatan	Celestun
animalia	annelida	nereididae	Nereis	vexillosa	United States	California	Santa Barbara County
animalia	annelida	nereididae	Ceratonereis	mirabilis	United States	California	Los Angeles County
animalia	annelida	nereididae	Nereidavus	varians	United States	Ohio	Hamilton County
animalia	annelida	nereididae	Perinereis	monterea	United States	California	Santa Barbara County
animalia	annelida	nereididae	Nereis	pelagica	United States	New York	Suffolk
animalia	annelida	nereididae	Leptonereis	laevis	Mexico	Sinaloa	Mazatlan
animalia	annelida	nereididae	Neanthes	virens	United States	New Hampshire	Strafford
animalia	annelida	nereididae	Nereis	brandti	United States	Washington	Grays Harbor County
animalia	annelida	nereididae	Nereis	virens	Canada	Newfoundland	Labrador District
animalia	annelida	nereididae	[nereididae]	fl03	United States	Florida	Levy County
animalia	annelida	nereididae	Platynereis	bicanaliculata	United States	Washington	San Juan County
animalia	annelida	nereididae	Alitta	succinea	Mexico	Veracruz De Ignacio De La Llave	Alto Lucero De Gutierrez Barrios
animalia	annelida	nereididae	Nereis	vexillosa	United States	California	San Diego County
animalia	annelida	nereididae	Alitta	virens	United States	Washington	Whatcom County
animalia	annelida	nereididae	Ceratocephale	oculata	Brasil	Bahia	Nova Viçosa
animalia	annelida	nereididae	Nereis	riisei	United States	Florida	St. Lucie County
animalia	annelida	nereididae	Nereis	pelagica	United States	Maine	Cumberland County
animalia	annelida	nereididae	Nereis	vexillosa	United States	Alaska	Juneau City And Borough
animalia	annelida	nereididae	Nereis	falsa	United States	Florida	Hillsborough County
animalia	annelida	nereididae	Ceratonereis	longicirrata	United States	Florida	St. Lucie County
animalia	annelida	nereididae	Cheilonereis	cyclurus	United States	Washington	San Juan County
animalia	annelida	nereididae	Nereis	falsa	United States	Florida	Levy County
animalia	annelida	nereididae	Nereis	virens	United States	Maine	Washington County
animalia	annelida	nereididae	Gymnonereis	crosslandi	United States	California	Ventura County
animalia	annelida	nereididae	Alitta	succinea	Mexico	Sonora	Guaymas
animalia	annelida	nereididae	Pseudonereis	variegata	Mexico	Veracruz De Ignacio De La Llave	Cazones De Herrera
animalia	annelida	nereididae	Neanthes	caudata	Mexico	Sinaloa	Mazatlan
animalia	annelida	nereididae	Alitta	succinea	United States	Rhode Island	Providence
animalia	annelida	nereididae	Perinereis	monterea	Mexico	Jalisco	Cabo Corrientes
animalia	annelida	nereididae	Neanthes	acuminata	Mexico	Yucatan	Progreso
animalia	annelida	nereididae	Nereis	succinea	United States	New Jersey	Cape May County
animalia	annelida	nereididae	Nereis	pelagica	Canada	Newfoundland	Labrador District
animalia	annelida	nereididae	Laeonereis	culveri	United States	Florida	Levy County
animalia	annelida	nereididae	Micronereis	nanaimoensis	United States	California	Marin County
animalia	annelida	nereididae	Perinereis	anderssoni	Mexico	Campeche	Carmen
animalia	annelida	nereididae	Nereis	vexillosa	United States	California	Ventura County
animalia	annelida	nereididae	Laeonereis	culveri	Mexico	Veracruz De Ignacio De La Llave	Tamiahua
animalia	annelida	nereididae	Nereis	procera	United States	Washington	Clallam County
animalia	annelida	nereididae	Nereis	jacksoni	Seychelles	Seychelles Islands	Mahe Island
animalia	annelida	nereididae	Laeonereis	culveri	United States	Texas	Jefferson County
animalia	annelida	nereididae	Nereis	pelagica	United States	Maine	Hancock
animalia	annelida	nereididae	Ceratonereis	longicirrata	United States	Florida	Monroe County
animalia	annelida	nereididae	Nereis	falsa	Mexico	Baja California Sur	Comondu
animalia	annelida	nereididae	Nereis	falsa	Mexico	Tamaulipas	Ciudad Madero
animalia	annelida	nereididae	Platynereis	dumerilii	United States	Massachusetts	Barnstable
animalia	annelida	nereididae	Ceratonereis	mirabilis	Mexico	Campeche	Calkini
animalia	annelida	nereididae	Nereis	falsa	Mexico	Sonora	Guaymas
animalia	annelida	nereididae	Alitta	succinea	United States	Maryland	Prince Georges
animalia	annelida	nereididae	Perinereis	elenacasoi	Mexico	Veracruz De Ignacio De La Llave	Actopan
animalia	annelida	nereididae	Perinereis	ponteni	Brasil	Ceará	Trairi
animalia	annelida	nereididae	Hediste	limnicola	United States	California	Marin County
animalia	annelida	nereididae	Nereis	pelagica	United States	Massachusetts	Dukes
animalia	annelida	nereididae	Alitta	succinea	Mexico	Veracruz De Ignacio De La Llave	Tampico Alto
animalia	annelida	nereididae	Ceratonereis	hircinicola	Brasil	Rio De Janeiro	Arraial Do Cabo
animalia	annelida	nereididae	Nereis	zonata	United States	Massachusetts	Dukes
animalia	annelida	nereididae	Platynereis	dumerilii	Mexico	Veracruz De Ignacio De La Llave	Tampico Alto
animalia	annelida	nereididae	Nereis	limbata	United States	New York	Suffolk County
animalia	annelida	nereididae	Ceratonereis	irritabilis	Mexico	Veracruz De Ignacio De La Llave	Tampico Alto
animalia	annelida	nereididae	Laeonereis	culveri	United States	Maryland	Anne Arundel County
animalia	annelida	nereididae	Nereis	megalops	United States	Connecticut	New Haven County
animalia	annelida	nereididae	Pseudonereis	gallapagensis	Mexico	Veracruz De Ignacio De La Llave	Tamiahua
animalia	annelida	nereididae	Nereis	panamensis	Mexico	Veracruz De Ignacio De La Llave	Veracruz
animalia	annelida	nereididae	Nereis	succinea	United States	Delaware	Sussex County
animalia	annelida	nereididae	Ceratonereis	longicirrata	Mexico	Campeche	Calkini
animalia	annelida	nereididae	Perinereis	elenacasoi	Mexico	Veracruz De Ignacio De La Llave	Tamiahua
animalia	annelida	nereididae	Platynereis	mucronata	Mexico	Veracruz De Ignacio De La Llave	Actopan
animalia	annelida	nereididae	Alitta	succinea	United States	Florida	Flagler County
animalia	annelida	nereididae	Nereis	succinea	United States	Connecticut	Fairfield County
animalia	annelida	nereididae	Alitta	brandti	United States	California	Humbolt County
animalia	annelida	nereididae	Hediste	diversicolor	United States	New Hampshire	Strafford
animalia	annelida	nereididae	Perinereis	caeruleis	Fiji	Eastern Division	Lomaiviti Province
animalia	annelida	nereididae	Alitta	succinea	United States	Virginia	Northampton County
animalia	annelida	nereididae	Stenoninereis	lackeyi	United States	Mississippi	Jackson County
animalia	annelida	nereididae	Nereis	virens	United States	New Hampshire	Strafford County
animalia	annelida	nereididae	Alitta	succinea	United States	Massachusetts	Barnstable County
animalia	annelida	nereididae	Nereis	pelagica	United States	Connecticut	New London County
animalia	annelida	nereididae	Nereis	latescens	United States	California	Contra Costa County
animalia	annelida	nereididae	Platynereis	dumerilii	Seychelles	Seychelles Islands	Mahe Island
animalia	annelida	nereididae	Alitta	williami	United States	Oregon	Coos County
animalia	annelida	nereididae	Nereis	procera	United States	Washington	Thurston County
animalia	annelida	nereididae	Nereis	acuminata	United States	Massachusetts	Dukes County
animalia	annelida	nereididae	Platynereis	bicanaliculata	United States	California	San Mateo County
animalia	annelida	nereididae	Platynereis	bicanaliculata	United States	California	Ventura County
animalia	annelida	nereididae	Neanthes	virens	United States	California	Alameda County
animalia	annelida	nereididae	Nereis	eakini	United States	California	Monterey County
animalia	annelida	nereididae	Namalycastis	intermedia	United States	Louisiana	Cameron Parish
animalia	annelida	nereididae	Laeonereis	culveri	United States	North Carolina	Dare
animalia	annelida	nereididae	Cheilonereis	cyclurus	United States	California	San Luis Obispo County
animalia	annelida	nereididae	Alitta	succinea	Mexico	Michoacan De Ocampo	Aquila
animalia	annelida	nereididae	Platynereis	hutchingsae	Mexico	Campeche	Carmen
animalia	annelida	nereididae	Ceratonereis	japonica	Japan	Okinawa Prefecture	Kunigami District
animalia	annelida	nereididae	Nereis	virens	United States	Florida	Hillsborough County
animalia	annelida	nereididae	Alitta	virens	United States	Massachusetts	Bristol County
animalia	annelida	nereididae	Ceratonereis	mirabilis	United States	Florida	Monroe
animalia	annelida	nereididae	Nereis	falsa	Mexico	Veracruz De Ignacio De La Llave	Cazones De Herrera
animalia	annelida	nereididae	Laeonereis	culveri	United States	Florida	Pinellas County
animalia	annelida	nereididae	Stenoninereis	tecolutlensis	Mexico	Veracruz De Ignacio De La Llave	Tecolutla
animalia	annelida	nereididae	Nereis	pelagica	United States	Connecticut	New Haven County
animalia	annelida	nereididae	Perinereis	suluana	Philippines	Batangas Province	Calatagan Municipality
animalia	annelida	nereididae	Neanthes	virens	United States	Massachusetts	Plymouth
animalia	annelida	nereididae	Ceratonereis	singularis	United States	Florida	St. Lucie County
animalia	annelida	nereididae	Namalycastis	intermedia	United States	Texas	Jefferson County
animalia	annelida	nereididae	Alitta	succinea	Mexico	Veracruz De Ignacio De La Llave	Ozuluama De Mascareñas
animalia	annelida	nereididae	Nereis	vexillosa	United States	California	Mendocino
animalia	annelida	nereididae	Nereis	sp.	United States	Florida	Palm Beach County
animalia	annelida	nereididae	Nereis	succinea	United States	South Carolina	Charleston County
animalia	annelida	nereididae	Nereis	zonata nep01	United States	Washington	San Juan County
animalia	annelida	nereididae	Nereis	procera	United States	Oregon	Lincoln County
animalia	annelida	nereididae	Perinereis	elenacasoi	Mexico	Tamaulipas	Tampico
animalia	annelida	nereididae	Neanthes	unifasciata	Brasil	Bahia	Caravelas
animalia	annelida	nereididae	Nereis	succinea	United States	Florida	Hillsborough County
animalia	annelida	nereididae	Nereis	pelagica	United States	Washington	San Juan
animalia	annelida	nereididae	Neanthes	virens	United States	California	San Francisco County
animalia	annelida	nereididae	Nereis	eakini	United States	California	Santa Barbara County
