responses	input token count	output token count
No No As No I As As No I No	29	10
No No No No No No No No No No	27	10
As As I No No I No No No As	30	10
I No No No As No No No No No	29	10
I I No No No As As No No No	28	10
No No No No No No No No No No	27	10
No No Yes Yes No Yes No No No Yes	27	10
As No No I I I No No As No	27	10
No No No No No I I I As No	27	10
No No No No No No No No No No	27	10
Yes No No Yes No I As As I I	28	10
As No Yes No No No No No I As	29	10
No As As No No As No No No No	28	10
No I No As No No As I No No	27	10
No No No No No No No No No No	27	10
I As No I I No As I I As	31	10
I No No No As No No No No No	30	10
I No No No No Yes I Yes No No	29	10
No No No No No No No No No No	27	10
No No No No No Yes No Yes Yes No	26	10
No Yes No No Yes No Yes No No Yes	27	10
No No No No No No No No No No	30	10
No No I I No No No No No No	28	10
No No No No No No No No No Yes	29	10
No Yes No No No No No No No No	27	10
I No No No I No I No No No	27	10
No No No No No No No No No No	34	10
No No No No No I No No I No	28	10
I Yes No I No I No No No No	28	10
No No No No No I As No No No	27	10
No No No No No No No No No No	27	10
As No I I As No No I No As	28	10
No I No As I No I I No No	27	10
I No I I I Yes No Yes I No	29	10
No Yes No Yes No No Yes No Yes No	28	10
No No No No As As No I No I	32	10
I No No No No No I No No No	26	10
No Yes No No No No No I No I	26	10
Yes I I As I As No As As No	27	10
No No No No No No Yes Yes No No	29	10
No No No I No No No No No I	30	10
No No No No No No No No No No	32	10
I No No No I No No No I No	26	10
No No I I I No No No No No	28	10
No No No No No No No No No No	26	10
I No As As No As I No As I	28	10
No Yes No No I No No No No No	27	10
I No As I I No No I No I	27	10
I No As I I No No As Yes As	27	10
No I I Yes As I No No I Yes	28	10
I I No I No I I No No As	28	10
No No I No No I No No No No	27	10
No No Yes No Yes I No No No I	27	10
No I No No No I No No No No	26	10
No No Yes No No No No No No No	27	10
No No No No No No No No No No	27	10
No No No I I I As I No No	27	10
No No No No No No No No No No	27	10
No No No Yes No No No Yes No No	27	10
Yes No No No No No No No Yes No	28	10
No No No No I No No No No No	28	10
Yes Yes Yes No No Yes Yes Yes Yes Yes	26	10
No No No No No No No No Yes No	27	10
I No No No No No As No As No	27	10
I No No No No No Yes No No Yes	28	10
Yes No Yes Yes No Yes Yes Yes Yes Yes	29	10
No No No No No No No No No No	31	10
No Yes No No No No No No No Yes	28	10
Yes I No No No No No No No No	28	10
No Yes Yes No No No Yes No Yes Yes	29	10
No No No No No No No No I No	29	10
No No I I I No No I I No	30	10
Yes No No Yes Yes No Yes Yes No I	27	10
As No No As As As I No No No	28	10
No No I No No I Yes No No No	28	10
No No No No No No No No No No	29	10
As No No No No No No No I No	29	10
No No No No No No No I Yes I	28	10
No No No No No No No No No No	28	10
As As No I No As I I No I	31	10
No No No No No No No No No No	29	10
I No As No No No No No No No	29	10
No No No No No No It No No I	29	10
No No No No No No No No No No	30	10
Yes Yes Yes No No Yes Yes No No No	29	10
No No No No No No No No No No	30	10
I I Yes No No No I No No Yes	28	10
No No No No I No I I No No	29	10
No No No No No No No No No No	30	10
No No No Yes No No Yes No No No	30	10
It I No No I I I Yes No Yes	30	10
No No No No No No No No No No	28	10
No No No Yes No I No No No No	32	10
No No No No No No No No No No	31	10
No No No No No Yes No No No No	31	10
No No No No No No No No No No	28	10
No As No As No No As I No No	35	10
No No No No No No No No No No	29	10
No Yes No No No I No Yes No No	28	10
No No No No No No No No No No	29	10
Yes No No No Yes No No Yes No No	30	10
No No No No No No No No No No	30	10
I No No I No No No I No No	33	10
No No No No No No I No No No	30	10
No No No No No No No No No No	27	10
No No No No I No No No No I	31	10
No No Yes No No No No No No No	32	10
I No No No No No I No No No	31	10
No As No No No I No No I I	31	10
No No No No Yes Yes No No No No	28	10
I No I I No I No I Yes Yes	29	10
Yes I Yes I I Yes Yes I I No	28	10
No No No No No No No No No No	29	10
No No No No No No No No No No	28	10
I No No No No No No No No No	27	10
No No No No No No No No No No	28	10
As No I I As No I No No It	29	10
No As No No No No No No It It	30	10
I No No As As No As No No As	29	10
No No No No No No No No No No	30	10
No No Yes No Yes No No No No No	29	10
No No No No No No No No No No	28	10
No No No No No No No No No No	28	10
No No No No No No No No No No	29	10
No No No No No I No No No No	29	10
No No No No No No No No No No	31	10
I No No No No No No No No No	28	10
No No No No No No No No No No	29	10
No No No No No No No No No No	32	10
No No No I No No I No I I	30	10
No No No No No No No No No No	28	10
No No No No No No No No No No	28	10
I No As No As No No No No No	31	10
No I No I I No No I I No	31	10
No No No I No No No No No I	30	10
No No No Yes No No No No No Yes	30	10
No No No No No No No No No No	28	10
No Yes No No Yes I No Yes No Yes	30	10
No No No No No I No No No No	29	10
I Yes No Yes No No No No Yes No	30	10
No No No No I No Yes Yes Yes No	28	10
No Yes No I No No No Yes No No	29	10
No No No No No No No No No No	31	10
No No No No No No No No No No	32	10
No No No No No No No No No No	32	10
No I No I I I I No Yes I	31	10
No No No No No No No No No I	31	10
No I No I No No No I No No	31	10
I I No No I I No I I No	32	10
No No No No No No No No No No	34	10
I I No No No I No No No No	32	10
No As No No No No As No No As	34	10
I No No No No No I No No No	32	10
No I No I No No No No As No	33	10
No No No No No No No No No No	30	10
No No No No No No No No No No	32	10
I No No No As No I As I No	32	10
No No No No No No No No No No	32	10
I I I I No I No No I I	32	10
No No No No No No No No No No	33	10
No No I No No I No No No No	32	10
No No No No No No No No No No	31	10
No No No No Yes Yes Yes I No I	33	10
No No I I No No I I No No	31	10
No As No As No No I No No As	31	10
No I No No No No No No No I	31	10
I No No No No No No I No No	31	10
No No No No No No No No No No	33	10
No No No No No No No No No No	31	10
No No No No I No No No No I	33	10
Yes Yes No Yes No No Yes No No No	32	10
No No No No No No No No No No	30	10
No No No No No No No No No No	32	10
No No I No I No No I No No	34	10
No No As No I No No As I I	35	10
No No No No No No No No No No	31	10
No No No No No No No No No No	32	10
No No No No No No No No No No	32	10
No As No I No As No No No No	32	10
No No No No No No No No No No	32	10
No No No No No No No No No No	32	10
No No No No No No No No No No	27	10
No Yes No No Yes No No Yes No No	26	10
No No No No No No No No No No	26	10
No No No No No No No No No No	29	10
No No No No No No I No No I	29	10
I No No No I No No No I No	30	10
No No Yes No Yes No Yes No No Yes	27	10
No No No No No No No No No No	29	10
No No Yes No No No No No No No	27	10
No No No No Yes Yes No No No No	29	10
No No No No No No No No No No	31	10
No No No No No No No No No No	30	10
No No No No No No No No No No	29	10
As No No No No I No No No As	32	10
No No No No No No No No No No	30	10
No No I No No No No No No No	31	10
No No No No No No No No No No	30	10
No No No No No No No No No No	30	10
No No No No No No No No No No	31	10
No No No No No No No No No No	29	10
Yes Yes No Yes Yes Yes No No No No	28	10
No No No No No No No No No Yes	29	10
No No No As No No No No No No	30	10
No No No No No No No No No No	30	10
No No No No No No No No No No	30	10
No No No No No No No No No No	32	10
No No Yes No Yes No Yes Yes I No	27	10
No No No As I I No I No No	27	10
No I No No I No No No No No	30	10
No No No No No Yes No No No No	28	10
No No Yes No Yes No No Yes No Yes	26	10
No No No No No No No No No No	26	10
No No No No No No No No No No	30	10
No No No No No No No No No No	29	10
No Yes No No No No Yes Yes Yes Yes	29	10
No No No No No No No No No No	29	10
No No No No No No No No No No	27	10
No I No I No No No No No No	26	10
No I No No No I No No No Yes	26	10
No No No No No No No No No No	27	10
No No Yes No No No No No No No	28	10
Yes No No No No No Yes No No Yes	26	10
No No No No No No No No No No	27	10
No Yes No Yes Yes Yes Yes Yes Yes Yes	26	10
No No No No No No No No No No	26	10
No No No No Yes I No No I No	27	10
I I No No I I It No As As	28	10
I No As It It I No I No As	26	10
No As No No I No As As I As	27	10
As No No No No No No No No No	31	10
No No No No No No No No No No	27	10
No No No No No No No No No No	27	10
No No No No No No No No No No	27	10
No No As As As No As I No No	31	10
No No No No No No No No No No	29	10
I No I No As I As No I No	30	10
I I No As No No I As No As	29	10
No No No No No No Yes No No I	26	10
No Yes No No No No Yes No No No	30	10
No As I I As I I I No No	28	10
No No No I No No I No No No	27	10
No Yes No No No No No Yes No Yes	29	10
No No No Yes No No Yes Yes Yes No	28	10
It No I No I No No No No I	26	10
No No No No No No No I No No	27	10
No No No No No No No No No No	29	10
No No No No No No No No No No	30	10
No No No No No No No No No No	31	10
No No No No No No No No No No	31	10
No No No No No No No No No No	30	10
No No No No No No No No No No	29	10
No No No No No No No No No No	29	10
No No No No No No No It No No	29	10
No No No No No No No No No No	28	10
No No No No No No No No No No	31	10
No No No No No No No Yes Yes No	29	10
I No As As As No As No I As	38	10
No No No No No No No No No No	30	10
No No No No No No No No No No	31	10
No No No No No No No No No No	30	10
No No No No No No No No No No	31	10
No No No Yes No No No No Yes No	30	10
No No No No No No No No No No	28	10
No No No No No No No No No No	30	10
No No No No No No No No No No	29	10
No No No No No No No No No No	28	10
No No No I No No No No No No	29	10
No No No No No No No No No No	33	10
No No No No No No No No No No	30	10
No No No No No No No No No No	28	10
No No No No No No No No No No	29	10
No No No No No No No No No No	29	10
No No No No No No No No No No	32	10
No No No No No No No No No No	28	10
No No No No No No No No No No	32	10
I No No No I No No No I No	31	10
No No No No No No No No No No	31	10
No No No No No No No No No No	31	10
No No No No No No No No No No	30	10
No No No No No No No No No No	34	10
No No No No No No No No No No	31	10
No No No No No No No No No No	31	10
No No No No No No No No No No	31	10
No No No No No No No No No No	29	10
No No No No No No No No No No	30	10
No No No No No No No No No No	29	10
Yes No Yes Yes Yes No No No No No	29	10
No No No No No No No No No No	27	10
No No No No No No No No No No	29	10
No No No No No No No No No No	29	10
No No No No No No No No No No	30	10
No No No No No No No No No No	31	10
I No No No No No No No No No	26	10
I No No No No It No No No No	30	10
No No No No Yes No No No Yes No	31	10
No No No No No No No No No No	30	10
No No No No No No No No No I	27	10
No No No No No No Yes No Yes No	27	10
I Yes It I No No No I I Yes	25	10
No Yes No No No No No No No No	29	10
No No I No No No No No No No	31	10
No No No No No No No No No No	27	10
I No I I No No No No No No	30	10
I I No No No No No No No No	30	10
I No No No No No I No I No	26	10
I No I I No No No I No As	28	10
No No Yes No No No No No No No	31	10
No No No No No I No As No No	30	10
No No No No No Yes No No Yes No	31	10
No No No No As No No I No No	34	10
I No I No No No No As No No	28	10
No No No No No No No No No No	25	10
No I No No No No No No No No	25	10
No No No No No No No No No No	26	10
No No No No No No No No As I	28	10
Yes No No Yes Yes No Yes No Yes No	31	10
No No No No I As No I No As	29	10
No No No No No No No No No No	28	10
No No I I I I No No I No	26	10
No As No I As As No No No No	27	10
No No No No I No As No No I	30	10
No No As No As No No No No No	31	10
I No No I No No I I I No	26	10
No I No No No No I No No I	29	10
I I I I I No I As As I	30	10
No No I No No No No I Yes No	28	10
No No No No No No No No No No	29	10
I As I No As I It As No No	33	10
I No As I No I No No As No	29	10
No No No As I I No As No As	26	10
No No As I No I No No No No	27	10
I No No No As No No No As No	34	10
No As It I No As No As It No	29	10
I No No No I No I No I No	29	10
No No No No No No No No No No	27	10
No I No I I I As As I As	35	10
No No I No No No No I It No	25	10
No No No No No No No No No No	27	10
No Yes It It Yes No Yes I No No	26	10
No No No No No No No No I I	27	10
No No No No No I I No No No	28	10
No No No I No No No I No No	31	10
No No No No No No No No No No	26	10
No No No No No No No No No No	27	10
No No As No No I No As No I	30	10
No No No No No No No Yes No No	26	10
No No I I No I As No No No	26	10
No I As It As I No I As I	28	10
No No No I I No As I No No	28	10
No No No No No No No No No No	29	10
No No No No No No No No No No	25	10
No No No No No No No I No No	28	10
No No No No No No No No No No	29	10
No No No Yes No No No No No No	27	10
No No No No No No No No No No	26	10
No No No I No No No No No No	33	10
I I It I No Yes I I Yes Yes	26	10
No No No No No No I No No No	29	10
No Yes No No No No No No No No	31	10
No No No No No I No No No No	27	10
No I No No No No No No No No	28	10
As No No No No As No No No As	35	10
No No No No No No No No No No	30	10
No No No As No I No I No I	28	10
Yes No No No No No Yes No No Yes	29	10
No No No No No No No No No No	30	10
I No I No I I No No No No	31	10
No No No No No No No No No No	29	10
No No No No No No No No No Yes	30	10
No No No No No No No No No No	32	10
No No No No No No No No No As	27	10
No Yes No No No No No No Yes Yes	27	10
Yes I No No No Yes No No Yes No	29	10
Yes Yes No Yes No No Yes No No No	31	10
No Yes Yes No Yes Yes No No No Yes	28	10
I No No As No I I No No No	33	10
No No No No I No No No I No	28	10
No No No No No No I No No No	30	10
No No No No No No No No No No	28	10
No No No Yes No Yes No No No No	27	10
Yes No Yes No No No No Yes Yes No	29	10
No No No No No No I No No No	29	10
No No No No I No No No No No	32	10
No Yes No No Yes No No No No Yes	31	10
Yes No Yes No Yes No Yes Yes No No	28	10
Yes No Yes No No Yes Yes No No Yes	27	10
I No I No I No No No No As	28	10
It As No No I I I No No I	30	10
I No No Yes No No No Yes No No	30	10
No As I It No No As As No I	34	10
I No No No No No No No I No	28	10
No No I No No No No No No No	31	10
No No No No No No No No No No	29	10
As No Yes I Yes As I No No No	30	10
As No I No I No I No No No	30	10
Yes No Yes Yes No No No No No No	30	10
No No No No No No No No No No	28	10
No I I No No No No No No No	29	10
I No I As No No No No No No	29	10
No No I No I I No No No No	31	10
No No No No Yes Yes No No No No	28	10
No Yes No No No No Yes Yes No Yes	30	10
I No No As I No I No I I	31	10
I As It No No No I No I I	29	10
I No I No No I No No I No	31	10
No No No No No No No No No No	28	10
No No No No No I As I No I	28	10
No No No No No No No No No No	28	10
No No Yes No No Yes No No No No	30	10
No No I No No Yes No No No No	30	10
No I I No Yes I I Yes No Yes	29	10
No No No No No No No No Yes Yes	28	10
No No No No Yes No I Yes No Yes	33	10
No No As No I No No No No I	31	10
No No No As No No No No No No	28	10
No No No No No Yes No No I Yes	32	10
No I No No No No No I No No	33	10
No No No No No No No No No No	31	10
No No No No No No No No No No	27	10
No No I No No No No No I No	29	10
No No No No No No No No No No	31	10
As No No No No No I As No No	35	10
No No No I As No I As No No	34	10
No I No No No As No No No No	31	10
No No No No No No No No No No	31	10
No No No No No No No No No No	27	10
As As I No No No No No No I	33	10
No No No I No No No No Yes No	29	10
No No No No No No No No No No	29	10
No No No No As I I No As No	28	10
Yes No No No No No No No No No	29	10
No No No No No I No I No No	30	10
No No No No No No I Yes I No	30	10
No No No No No No No No No No	32	10
No No Yes I No As No No I I	34	10
No No I No No No I No No No	31	10
No I No I No As No I As No	28	10
No No No No No I I No No No	32	10
As No I No No As As No No No	29	10
No No No No No No No No No No	30	10
No As I No I I It It I No	30	10
No I It I It No It No No No	30	10
No No No No No No No No No No	29	10
I As No Yes Yes No No I No As	30	10
No I It I I As No I As I	30	10
No Yes No No No No No No No No	30	10
No No No No No No No No No No	30	10
No No No No No No No No No No	30	10
No No No No No No No No No No	31	10
No No Yes No No No No No No No	30	10
As I No As No I I No I I	30	10
No No No No No No No No No No	28	10
No No No No No No No No No No	33	10
No No No No No No No No No No	33	10
No No No No No Yes No No No No	28	10
As As No Yes No No No No No As	28	10
No Yes No Yes No No No No No No	26	10
No No No No No No No I No No	32	10
No No I No No No No No No No	31	10
No No Yes No I Yes No No Yes No	28	10
No No No No No No No No No No	28	10
No No No No No No No No No No	26	10
No No No No No No No No No No	26	10
No No No As No No As No No As	32	10
No No No No No No No No No No	26	10
I No No No No No I I I No	27	10
No No No No No No No I No No	30	10
No No No No No No No No No No	27	10
No No No No No No No No No No	30	10
No No No No No No No No No No	28	10
I No No No No No No No No No	27	10
No No No I I No No No No Yes	27	10
No No No No No No No No No No	29	10
No No Yes No Yes No Yes No No No	28	10
No No No No No No No No No No	31	10
No No No No No No No No No No	26	10
No No No No I No No No No No	28	10
No No No No No I No I Yes I	30	10
No No No No No No No No No No	29	10
No No No No No No No No No No	26	10
No No No No No I No No No No	28	10
No No No Yes Yes No Yes No No No	29	10
I No No No I No No I No No	34	10
No No No No No No No No No No	27	10
No No Yes No No I Yes No No No	27	10
No No No No No No No No As No	27	10
No No No No No No No No No No	27	10
No No No No No No No No No No	27	10
No As No No No No No No I No	27	10
No I No No No No No I I No	27	10
No No No No No No No No No I	27	10
No No No No No No No No No No	31	10
No No Yes No No No Yes No No No	28	10
Yes No I No No No No I No Yes	28	10
No No No No No No No No No No	28	10
No I No No No No No No No No	29	10
I No No No No No No As No No	29	10
No No I No I I As No I I	30	10
No I No No No No No No No No	28	10
No No No I As No No No As As	35	10
No No No No No No No I No No	33	10
No No No No No No No No No No	30	10
No I No Yes No No No No No No	26	10
No No No No No No No No No No	27	10
No No As As No I As No I I	32	10
No No No No No No No No No No	28	10
I No No No I No No No I No	28	10
No No No No No No No No No No	29	10
No No No No No No No No No No	27	10
No I No No No No No No I I	27	10
No No No No No No I No No No	31	10
No No No No No No No No No No	27	10
No No No No No No No No No No	27	10
No No No No No No No No No No	26	10
No No No No No No No No No No	28	10
Yes No Yes No Yes I Yes No No No	29	10
As I No No As No As I No No	28	10
No No No No No No No No No No	27	10
No No No No No No No No No No	28	10
No No No No No No No No No No	31	10
No No I No Yes I No No I Yes	27	10
No No No No No No No No No No	28	10
No No No No No No No No No No	27	10
No No No No No No No No No No	27	10
I No I No No No No No No As	32	10
No No No No No No No No No No	31	10
No No No No No No No No No No	26	10
No No No No No No No No No No	31	10
No No No No No No No No No No	29	10
No No No No No No No No No No	31	10
No No No No No No No No No No	27	10
No No No No No No No No No No	26	10
No No No Yes No Yes No Yes Yes No	30	10
No No I No No No No No No No	31	10
No I No No No I No No I No	28	10
No No No No No No No No No No	30	10
No No No No No No No No No No	31	10
No No No No No As No No No No	31	10
No I No No No No No No No No	28	10
No No No No No No No No No No	26	10
Yes No No No No Yes No No No No	26	10
No No No No No No No No No No	29	10
No No Yes No No No No No No No	30	10
No Yes No No No No No No No No	27	10
No No No No No No No No I No	29	10
I It No I No No I No No No	30	10
No I No No No No No No No No	29	10
No No No No No No I No No No	28	10
No No No No No No No No No No	28	10
No No No No No No No No No No	31	10
No No No No No No No No No No	33	10
No No No No No No No No No No	26	10
No No No No No No No No No No	29	10
No No No No No No No No No No	30	10
No Yes Yes No No No Yes No Yes Yes	35	10
No No No No No No No No No No	27	10
No No No No No No No No No No	27	10
No No No No No No No No No No	27	10
No No No No No No No No No I	26	10
I No No No No No No No I I	26	10
No No No I I I I No No No	27	10
No No No No No No No No No No	28	10
No No No No I No No I No I	29	10
No No No No No No No No No No	28	10
No No No No No No No No No No	27	10
No No No No No No No No No No	29	10
No No No No No No No No No No	29	10
No No No No No No No No No No	30	10
No No No No No No No No No No	29	10
No No No As No No No No No No	26	10
No No No No No No No No No No	26	10
I No No No No No No No I No	28	10
No No No No No No I No Yes Yes	27	10
No No I No I I No No No No	32	10
I I No No No No No I As No	30	10
No No No No No No No No No No	27	10
No No Yes No No No No No No No	28	10
I No No No No No No No No No	32	10
No No No No No No No No No No	28	10
No No No No No No No No No No	30	10
No No No No No No No No No No	30	10
No No No No No No No No No No	33	10
No No As No No No No No No As	32	10
I No No I No No No I No No	33	10
No No No No No No No No No No	33	10
No As I No No No I No No No	33	10
No As As As I No No As No No	32	10
No No No No No No No No No No	31	10
No I No No I No As No No As	31	10
Yes Yes No Yes No No No No No No	31	10
No No No I No As No No No No	32	10
No No No I No No I I No No	32	10
As No No No I No No No No No	33	10
No No No No No No No No No No	31	10
No As No No No I No As As No	31	10
No I No No No No No No No No	32	10
No No No No No No No No No No	31	10
No No Yes No Yes No Yes Yes I I	33	10
No No Yes No No No Yes No Yes Yes	33	10
I I I I I I No I No I	33	10
No No No No No I No No As No	34	10
As No No As No I No No I As	33	10
No No No No No No Yes Yes No I	33	10
I No No As As As No It As I	38	10
No No No No No I No No No No	32	10
As No As As No As As As No I	38	10
No No Yes No No No No No Yes No	31	10
No No No No No No No No No No	32	10
No As I No I No As No No No	31	10
No No No No No No Yes No No I	33	10
No No No No No No No No No No	34	10
No No No I No I I No No No	34	10
No No No No No No No No No No	35	10
As No No I No No I No No No	32	10
Yes Yes No No No No No No No No	32	10
No No No No No No No No No No	34	10
No No As No No No No It I I	33	10
No No No No No Yes No No No No	32	10
No I No No I No As No As No	32	10
No No No No No No No No No No	34	10
As No No I No As No As No No	32	10
No No I No No No No No No No	33	10
No No No No No No No No No Yes	32	10
I No No No No No I As No As	32	10
No I I I As I No No I No	33	10
As I I No I As As I I No	36	10
As No No No I No No No No As	32	10
No No No No No No No No No No	32	10
No I No No No I I No No No	33	10
No No No No No No No No No No	32	10
As No No I No No I No As As	32	10
No No No No No No No No No No	31	10
No No No No No No No No I No	36	10
As As No As I No No I No No	31	10
No No No No No No No No No No	33	10
No No No I No No No No No No	33	10
No No No No No No No No No No	31	10
No No No No No No No No No No	31	10
As No I I I No I No I As	33	10
No I I It I It I As No No	33	10
No No No As No No As No As No	33	10
No No No No No No No I No No	35	10
As As No No No No I No I No	33	10
No No No No No No No No No No	32	10
No As As I I I As No No I	31	10
No I No No As No No As No No	34	10
No I No No Yes No No No No No	34	10
No No No No No No No No No No	31	10
No No No No No No No No No No	33	10
No No No I No I I As I I	33	10
No No No No No No No No No No	32	10
No No No No No No No No No No	33	10
No No No No No No No No No No	33	10
No No No No No No No As No No	34	10
No No No As No No No As I As	34	10
No No No No No No No No No No	32	10
No No No I No No No No No No	32	10
No I I I No I No As I No	33	10
No No No No No No No No No No	31	10
No No No No No No No No No No	32	10
I Yes Yes I As Yes No No Yes Yes	32	10
No No No No No As No As No No	33	10
No No No No No No No No No No	33	10
No I No No I I As No No As	33	10
No No No No No No No No No No	34	10
No No No No No No No No No No	34	10
As As I No No I As No As No	32	10
No No As No No No No No I No	32	10
No No No No No No No No No No	33	10
No As No No No As I I No No	34	10
No No No No No No No No No No	32	10
No No No No No No No No No I	33	10
No No No No No I No As No I	37	10
No No No No No No No No No I	35	10
I No No No No No No No No I	35	10
No As I No No I No I As As	32	10
As I I No No I No No No I	34	10
I I As No No I I I As No	32	10
As I I I No I I No I As	32	10
No No As No As No As No No I	33	10
No No No No I I No No No I	35	10
No No No No No No No I No I	33	10
No No No No No No No No No No	32	10
No I No No No No As No No No	34	10
As As As I As I No No As No	31	10
No No No No I No I I I No	32	10
No No No As No No No I No No	34	10
No Yes Yes No No No No Yes No Yes	32	10
No No No No No No No No No No	31	10
As No As No No No No No No No	35	10
No No No As As No As I As I	34	10
No As No No No No No I No No	35	10
No No No Yes No No No No Yes Yes	34	10
As No I No I As No No I No	36	10
I No No It No No I It No No	28	10
No No No No No No No No No I	29	10
Yes No Yes No Yes No No No I No	28	10
No No No No No No No No No No	26	10
No No No No No No No No No No	30	10
No No No No No No No No No No	27	10
No No No No No No No No No No	28	10
No No No No No No No No No No	28	10
No No No No No No No No No No	29	10
It As It As I No I I As As	29	10
No No No No No No No No No No	27	10
No I No I I No No As No No	28	10
No No No As I No I No No No	28	10
No No As No No No No As No I	27	10
I No No No No Yes I No No No	28	10
No No No I No No No No No I	27	10
No No No As No No I No As I	30	10
No No No I No No No I No No	27	10
As No No It As It It I I As	27	10
As I No No No As No No As I	29	10
No No No No No Yes Yes No No No	29	10
No No No No No No I As No As	27	10
No No No No No No No No No No	30	10
No No No No No No No No No No	31	10
As No No As No No No No No No	33	10
No No No No No No No No No No	29	10
Yes No No No No Yes No No I No	28	10
No I As I No No I No No No	27	10
No No No No No No No No No No	28	10
No No No No No No No No No No	27	10
No No No No No No Yes No No No	30	10
No No No No No I No No No No	27	10
No No No No No No I I No No	27	10
No No No No No No No No No No	33	10
I As I Yes No No I No No No	26	10
No No No No No Yes Yes No No No	26	10
No No No No No No No No No No	30	10
No No No No No No No No No No	30	10
No No No No No No No No No No	29	10
No Yes Yes Yes No Yes Yes Yes No Yes	27	10
No Yes Yes No No No No No Yes Yes	26	10
No Yes No No No No Yes No Yes No	27	10
No No No No Yes No No No No Yes	26	10
No No No Yes No Yes No No No No	25	10
No No No No No No No No No No	27	10
No No No No No No No No No No	31	10
No No No No No No No No No No	27	10
Yes No No No No No No No No Yes	26	10
No No Yes No Yes No Yes No Yes No	26	10
No No I Yes Yes No No No Yes No	26	10
Yes No No No No No No No Yes No	26	10
Yes No No No No No No No No No	27	10
No Yes Yes No No No No No No No	26	10
No No No No No No No No I No	28	10
No No No No No No No No No No	27	10
No No I No No No No No No I	27	10
No No No No No No No No Yes No	26	10
No No Yes No No No No No No No	27	10
No No No No No No No No No No	28	10
No No No No No No No No No No	33	10
No No No No No No No No No No	28	10
Yes No No Yes Yes No No I No No	28	10
No No No Yes No No No No No No	26	10
No No No No No No No No No No	28	10
No No No No No No No No No No	31	10
No Yes No No I No No Yes No No	27	10
No No No No No No No No No No	29	10
Yes No No No No Yes No I No Yes	27	10
No No No No No No No No No No	25	10
No No No No No No No No No No	27	10
I As As No I No Yes No No No	27	10
No No No No No No No No No No	28	10
No No I No No No No No I No	28	10
No No No No No No No No No No	28	10
No No No No No No No No No No	29	10
No No No No No No No No I No	28	10
No No No No No No No No No No	28	10
No I No No I No I No No No	26	10
No No No No No Yes Yes Yes No No	27	10
No No No No No No No No No Yes	27	10
Yes No No Yes No No No No No Yes	28	10
No Yes No No No Yes No Yes Yes No	29	10
No No No No Yes No Yes No No No	27	10
No I No Yes Yes No No Yes Yes No	27	10
No No No No No No No No No No	25	10
No No Yes No Yes No Yes No Yes No	25	10
No Yes No I Yes No No No No No	26	10
No No No No No No No No No No	26	10
No No No No No No No No No No	27	10
